epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,822.725,1.0017,0.86593,1.03554,0.99901,1,0.995,0.79405,0.78198,0.84806,0.99029,0.0002228,0.0002228,0.0002228
58,837.244,0.98583,0.81232,1.04367,0.99896,1,0.995,0.79953,0.75521,0.8571,0.9838,0.00021785,0.00021785,0.00021785
59,851.184,0.91764,0.7923,1.04517,0.99884,1,0.995,0.79334,0.77656,0.83729,0.99489,0.0002129,0.0002129,0.0002129
60,865.678,0.98288,0.81374,1.07937,0.99887,1,0.995,0.77859,0.78031,0.83775,0.99863,0.00020795,0.00020795,0.00020795
61,880.304,1.01089,0.83531,1.07716,0.99869,1,0.995,0.77027,0.82778,0.85862,1.01057,0.000203,0.000203,0.000203
62,894.505,1.00088,0.81565,1.05189,0.99886,1,0.995,0.77266,0.83913,0.86982,1.00496,0.00019805,0.00019805,0.00019805
63,909.112,0.94014,0.78012,1.02259,0.9987,1,0.995,0.79497,0.80193,0.86286,0.98352,0.0001931,0.0001931,0.0001931
64,923.529,0.93744,0.77962,1.04272,0.99873,1,0.995,0.79805,0.75895,0.8266,0.97623,0.00018815,0.00018815,0.00018815
65,938.432,1.00765,0.89313,1.11201,0.99874,1,0.995,0.79885,0.75749,0.79255,0.98237,0.0001832,0.0001832,0.0001832
66,952.641,0.94445,0.7933,1.05027,0.99896,1,0.995,0.79487,0.75818,0.7684,0.9805,0.00017825,0.00017825,0.00017825
67,966.817,0.96749,0.81258,1.09474,0.99899,1,0.995,0.79402,0.7649,0.75405,0.97673,0.0001733,0.0001733,0.0001733
68,980.903,0.93134,0.77571,1.04317,0.99903,1,0.995,0.79402,0.77021,0.74937,0.97802,0.00016835,0.00016835,0.00016835
69,994.952,0.91502,0.87831,1.01836,0.99903,1,0.995,0.78878,0.77296,0.75255,0.97641,0.0001634,0.0001634,0.0001634
70,1008.77,0.93416,0.8056,1.08063,0.99898,1,0.995,0.78308,0.77043,0.75139,0.97713,0.00015845,0.00015845,0.00015845
71,1023.39,0.95609,0.76928,1.086,0.99849,1,0.995,0.78193,0.76389,0.76142,0.97482,0.0001535,0.0001535,0.0001535
72,1037.38,0.96273,0.78564,1.08113,0.99885,1,0.995,0.77854,0.77194,0.76186,0.97669,0.00014855,0.00014855,0.00014855
73,1051.33,0.91227,0.77361,1.03981,0.99898,1,0.995,0.77655,0.77557,0.76505,0.9756,0.0001436,0.0001436,0.0001436
74,1065.07,0.92551,0.83865,1.07171,0.99898,1,0.995,0.78897,0.76063,0.75498,0.97248,0.00013865,0.00013865,0.00013865
75,1080.02,0.97847,0.81237,1.09084,0.99876,1,0.995,0.79108,0.75358,0.74894,0.97086,0.0001337,0.0001337,0.0001337
76,1094.22,0.99289,0.80392,1.10308,0.99876,1,0.995,0.79309,0.75575,0.73793,0.96984,0.00012875,0.00012875,0.00012875
77,1107.22,0.91948,0.72821,1.07735,0.99882,1,0.995,0.79295,0.75321,0.73901,0.96896,0.0001238,0.0001238,0.0001238
78,1121.3,0.95797,0.82411,1.04755,0.99887,1,0.995,0.79945,0.74854,0.73821,0.96843,0.00011885,0.00011885,0.00011885
79,1135.5,0.97265,0.76551,1.06297,0.99898,1,0.995,0.79872,0.74505,0.73234,0.96648,0.0001139,0.0001139,0.0001139
80,1149.81,0.92363,0.75846,1.08068,0.99911,1,0.995,0.80786,0.73429,0.72731,0.96364,0.00010895,0.00010895,0.00010895
81,1164.01,0.93145,0.70203,1.02537,0.99911,1,0.995,0.8057,0.72611,0.72354,0.96278,0.000104,0.000104,0.000104
82,1178.2,0.98941,0.78917,1.06251,0.99908,1,0.995,0.80461,0.72122,0.72467,0.96405,9.905e-05,9.905e-05,9.905e-05
83,1191.96,0.93106,0.79325,1.09455,0.9991,1,0.995,0.80382,0.72064,0.72316,0.96325,9.41e-05,9.41e-05,9.41e-05
84,1206.97,0.90955,0.78379,1.081,0.99911,1,0.995,0.80656,0.72448,0.72498,0.96209,8.915e-05,8.915e-05,8.915e-05
85,1221.43,0.83262,0.7464,1.02869,0.99915,1,0.995,0.80595,0.72318,0.72627,0.95959,8.42e-05,8.42e-05,8.42e-05
86,1235.79,0.89529,0.81916,1.04169,0.99918,1,0.995,0.80703,0.71874,0.71646,0.9593,7.925e-05,7.925e-05,7.925e-05
87,1249.95,0.87198,0.69585,1.01355,0.99915,1,0.995,0.81072,0.71371,0.70442,0.95866,7.43e-05,7.43e-05,7.43e-05
88,1264.3,0.83711,0.74199,1.02166,0.99907,1,0.995,0.80398,0.71283,0.69592,0.95668,6.935e-05,6.935e-05,6.935e-05
89,1278.11,0.8463,0.70161,1.01793,0.99906,1,0.995,0.8041,0.70992,0.68485,0.95727,6.44e-05,6.44e-05,6.44e-05
90,1292.02,0.94513,0.75127,1.07515,0.99906,1,0.995,0.80399,0.71266,0.68679,0.95933,5.945e-05,5.945e-05,5.945e-05
91,1313.73,0.69422,0.70635,0.9665,0.9991,1,0.995,0.80163,0.71983,0.68568,0.96483,5.45e-05,5.45e-05,5.45e-05
92,1324.03,0.73735,0.70864,0.99591,0.99907,1,0.995,0.79169,0.72464,0.69011,0.96643,4.955e-05,4.955e-05,4.955e-05
93,1334.45,0.78898,0.72979,1.01766,0.99904,1,0.995,0.7993,0.72805,0.69938,0.96562,4.46e-05,4.46e-05,4.46e-05
94,1345.57,0.78557,0.74678,1.00311,0.99904,1,0.995,0.80199,0.72859,0.70444,0.96671,3.965e-05,3.965e-05,3.965e-05
95,1357.73,0.76731,0.72159,0.98282,0.99903,1,0.995,0.80587,0.72858,0.70801,0.96799,3.47e-05,3.47e-05,3.47e-05
96,1370.3,0.76406,0.74209,1.0027,0.99906,1,0.995,0.80076,0.7255,0.6993,0.96836,2.975e-05,2.975e-05,2.975e-05
97,1382.73,0.7722,0.69911,0.98909,0.99907,1,0.995,0.80235,0.72443,0.68425,0.96895,2.48e-05,2.48e-05,2.48e-05
98,1396.7,0.75131,0.70705,0.98279,0.99907,1,0.995,0.80231,0.72419,0.68017,0.96808,1.985e-05,1.985e-05,1.985e-05
99,1411.18,0.76073,0.7041,0.99088,0.99907,1,0.995,0.80157,0.72749,0.67869,0.96843,1.49e-05,1.49e-05,1.49e-05
100,1428.94,0.75422,0.68603,0.98523,0.99906,1,0.995,0.80514,0.72685,0.67685,0.96782,9.95e-06,9.95e-06,9.95e-06
