epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,111.835,1.47626,1.66773,1.27247,1,0.99725,0.995,0.68649,1.14332,1.32893,1.07122,0.00036635,0.00036635,0.00036635
29,114.827,1.27795,1.66619,1.17022,1,0.99672,0.995,0.69815,1.12055,1.39502,1.06904,0.0003614,0.0003614,0.0003614
30,117.828,1.41984,1.73236,1.17641,1,0.99672,0.995,0.69815,1.12055,1.39502,1.06904,0.00035645,0.00035645,0.00035645
31,121.828,1.28165,1.80537,1.08748,1,0.99756,0.995,0.67444,1.11463,1.25106,1.06098,0.0003515,0.0003515,0.0003515
32,126.244,1.14969,1.36993,1.07062,1,0.99756,0.995,0.67444,1.11463,1.25106,1.06098,0.00034655,0.00034655,0.00034655
33,130.854,1.26905,1.40489,1.10807,0.92327,1,0.98429,0.71113,1.03156,1.29185,1.02896,0.0003416,0.0003416,0.0003416
34,135.669,1.326,1.47299,1.1209,0.92327,1,0.98429,0.71113,1.03156,1.29185,1.02896,0.00033665,0.00033665,0.00033665
35,139.302,1.21342,1.53656,1.12634,0.92327,1,0.98429,0.71113,1.03156,1.29185,1.02896,0.0003317,0.0003317,0.0003317
36,142.629,1.08537,2.21198,0.91391,1,0.91125,0.98567,0.7106,1.00074,1.30823,0.99407,0.00032675,0.00032675,0.00032675
37,145.387,1.19581,1.35449,1.16718,1,0.91125,0.98567,0.7106,1.00074,1.30823,0.99407,0.0003218,0.0003218,0.0003218
38,148.474,1.41773,1.41773,1.21217,1,0.92025,0.98188,0.67999,1.07013,1.29136,1.03087,0.00031685,0.00031685,0.00031685
39,151.618,1.16753,1.3686,1.09332,1,0.92025,0.98188,0.67999,1.07013,1.29136,1.03087,0.0003119,0.0003119,0.0003119
40,155.42,1.21868,1.2982,1.05592,0.99191,0.92308,0.99,0.69801,1.01235,1.22513,0.99597,0.00030695,0.00030695,0.00030695
41,159.862,1.33252,1.28249,1.1971,0.99191,0.92308,0.99,0.69801,1.01235,1.22513,0.99597,0.000302,0.000302,0.000302
42,164.002,1.20912,1.3246,1.13602,0.98598,0.92308,0.98188,0.70474,0.92461,1.2147,0.95728,0.00029705,0.00029705,0.00029705
43,167.607,1.07597,1.33063,1.07228,0.98598,0.92308,0.98188,0.70474,0.92461,1.2147,0.95728,0.0002921,0.0002921,0.0002921
44,171.046,1.20828,1.43691,1.11231,0.98598,0.92308,0.98188,0.70474,0.92461,1.2147,0.95728,0.00028715,0.00028715,0.00028715
45,173.898,1.10165,1.41163,1.08182,0.99963,1,0.995,0.75137,0.84676,1.18512,0.92323,0.0002822,0.0002822,0.0002822
46,176.93,0.98619,1.28513,1.05004,0.99963,1,0.995,0.75137,0.84676,1.18512,0.92323,0.00027725,0.00027725,0.00027725
47,179.909,1.40682,1.68354,1.24209,0.99169,0.92308,0.97556,0.77195,0.75356,1.14229,0.90312,0.0002723,0.0002723,0.0002723
48,182.739,1.0085,1.2916,1.06607,0.99169,0.92308,0.97556,0.77195,0.75356,1.14229,0.90312,0.00026735,0.00026735,0.00026735
49,185.574,1.08179,1.321,1.10334,0.99645,0.92308,0.97853,0.7902,0.71756,1.08978,0.90058,0.0002624,0.0002624,0.0002624
50,188.437,0.91623,1.14432,1.00673,0.99645,0.92308,0.97853,0.7902,0.71756,1.08978,0.90058,0.00025745,0.00025745,0.00025745
51,191.959,1.143,1.18807,1.04859,0.99645,0.92308,0.97853,0.7902,0.71756,1.08978,0.90058,0.0002525,0.0002525,0.0002525
52,195.932,1.20833,1.44023,1.15847,0.99639,0.92308,0.99,0.79642,0.69577,1.05539,0.90095,0.00024755,0.00024755,0.00024755
53,199.609,1.1374,1.25851,1.12571,0.99639,0.92308,0.99,0.79642,0.69577,1.05539,0.90095,0.0002426,0.0002426,0.0002426
54,202.647,1.02351,1.219,1.08526,0.99561,0.92308,0.99,0.81538,0.67288,1.02466,0.89771,0.00023765,0.00023765,0.00023765
55,205.917,1.08354,1.2598,1.10069,0.99561,0.92308,0.99,0.81538,0.67288,1.02466,0.89771,0.0002327,0.0002327,0.0002327
56,210.034,1.04322,1.18048,1.08731,1,0.99449,0.995,0.80922,0.65399,1.00449,0.88808,0.00022775,0.00022775,0.00022775
57,213.047,0.90402,1.13395,1.03673,1,0.99449,0.995,0.80922,0.65399,1.00449,0.88808,0.0002228,0.0002228,0.0002228
58,216.029,1.13015,1.36442,1.18574,1,0.99677,0.995,0.81264,0.66728,0.99289,0.8956,0.00021785,0.00021785,0.00021785
59,219.035,0.98906,1.36167,1.03744,1,0.99677,0.995,0.81264,0.66728,0.99289,0.8956,0.0002129,0.0002129,0.0002129
60,222.557,1.10525,1.11813,1.02275,1,0.99677,0.995,0.81264,0.66728,0.99289,0.8956,0.00020795,0.00020795,0.00020795
61,226.325,1.05485,1.2001,1.0367,1,0.99752,0.995,0.80713,0.66603,0.97503,0.89269,0.000203,0.000203,0.000203
62,229.934,0.92883,1.15205,1.00876,1,0.99752,0.995,0.80713,0.66603,0.97503,0.89269,0.00019805,0.00019805,0.00019805
63,232.943,1.04232,1.21184,1.07655,1,0.99731,0.995,0.84692,0.66962,0.97778,0.89889,0.0001931,0.0001931,0.0001931
64,236.814,0.96931,1.17239,1.07301,1,0.99731,0.995,0.84692,0.66962,0.97778,0.89889,0.00018815,0.00018815,0.00018815
65,240.958,0.9509,1.11412,1.02825,1,0.99641,0.995,0.82681,0.65642,0.99084,0.88629,0.0001832,0.0001832,0.0001832
66,244.375,0.96302,1.19341,1.03577,1,0.99641,0.995,0.82681,0.65642,0.99084,0.88629,0.00017825,0.00017825,0.00017825
67,247.841,0.85105,1.06563,0.9972,1,0.99641,0.995,0.82681,0.65642,0.99084,0.88629,0.0001733,0.0001733,0.0001733
68,252.181,0.93255,1.13371,1.05088,1,0.9962,0.995,0.84545,0.66777,0.98787,0.88439,0.00016835,0.00016835,0.00016835
69,256.135,0.8575,1.09097,0.98157,1,0.9962,0.995,0.84545,0.66777,0.98787,0.88439,0.0001634,0.0001634,0.0001634
70,260.415,1.10463,1.09746,1.14862,1,0.99688,0.995,0.85356,0.66418,1.00033,0.88107,0.00015845,0.00015845,0.00015845
71,269.124,0.82298,1.04458,0.94369,1,0.99688,0.995,0.85356,0.66418,1.00033,0.88107,0.0001535,0.0001535,0.0001535
72,272.349,1.04853,1.30557,1.02165,1,0.99717,0.995,0.84666,0.64375,0.98072,0.88006,0.00014855,0.00014855,0.00014855
73,275.331,0.95858,1.16905,0.98207,1,0.99717,0.995,0.84666,0.64375,0.98072,0.88006,0.0001436,0.0001436,0.0001436
74,279.322,0.99105,1.17421,1.01735,1,0.99756,0.995,0.85587,0.63337,0.95159,0.87679,0.00013865,0.00013865,0.00013865
75,283.773,1.04282,1.12015,1.04046,1,0.99756,0.995,0.85587,0.63337,0.95159,0.87679,0.0001337,0.0001337,0.0001337
76,289.189,0.89334,1.11039,0.97863,1,0.99756,0.995,0.85587,0.63337,0.95159,0.87679,0.00012875,0.00012875,0.00012875
77,296.88,0.90187,1.23978,1.00771,1,0.99727,0.995,0.85219,0.60778,0.93878,0.87838,0.0001238,0.0001238,0.0001238
78,300.761,0.92081,1.10229,1.03191,1,0.99727,0.995,0.85219,0.60778,0.93878,0.87838,0.00011885,0.00011885,0.00011885
79,304.776,0.95692,1.12409,1.1009,1,0.99874,0.995,0.85203,0.59847,0.93923,0.87665,0.0001139,0.0001139,0.0001139
80,308.76,1.06192,1.23059,1.10968,1,0.99874,0.995,0.85203,0.59847,0.93923,0.87665,0.00010895,0.00010895,0.00010895
81,312.639,0.98999,1.26078,1.05451,0.99991,1,0.995,0.82917,0.60958,0.93822,0.87791,0.000104,0.000104,0.000104
82,316.808,0.83629,1.07936,0.96011,0.99991,1,0.995,0.82917,0.60958,0.93822,0.87791,9.905e-05,9.905e-05,9.905e-05
83,320.43,0.93081,1.24231,1.04007,0.99991,1,0.995,0.82917,0.60958,0.93822,0.87791,9.41e-05,9.41e-05,9.41e-05
84,323.274,0.75096,1.46811,0.88339,0.99937,1,0.995,0.82591,0.61726,0.92394,0.87966,8.915e-05,8.915e-05,8.915e-05
85,326.22,0.81015,0.97882,0.9999,0.99937,1,0.995,0.82591,0.61726,0.92394,0.87966,8.42e-05,8.42e-05,8.42e-05
86,332.3,0.93824,1.13408,0.9447,1,1,0.995,0.82664,0.61883,0.92073,0.88243,7.925e-05,7.925e-05,7.925e-05
87,335.914,0.90785,1.18812,1.08259,1,1,0.995,0.82664,0.61883,0.92073,0.88243,7.43e-05,7.43e-05,7.43e-05
88,339.581,0.93998,1.12335,1.00805,1,0.99982,0.995,0.83,0.60508,0.93108,0.88227,6.935e-05,6.935e-05,6.935e-05
89,343.232,0.89881,1.05833,0.98073,1,0.99982,0.995,0.83,0.60508,0.93108,0.88227,6.44e-05,6.44e-05,6.44e-05
90,347.193,0.96052,0.94149,0.95786,1,0.99899,0.995,0.84677,0.59858,0.9186,0.8791,5.945e-05,5.945e-05,5.945e-05
91,362.149,0.91273,1.15146,0.98907,1,0.99899,0.995,0.84677,0.59858,0.9186,0.8791,5.45e-05,5.45e-05,5.45e-05
92,365.191,0.80112,1.15183,0.96484,1,0.99899,0.995,0.84677,0.59858,0.9186,0.8791,4.955e-05,4.955e-05,4.955e-05
93,367.84,0.76585,1.1244,0.94357,0.99873,1,0.995,0.82988,0.63123,0.9136,0.88367,4.46e-05,4.46e-05,4.46e-05
94,370.421,0.9204,1.71692,0.89207,0.99873,1,0.995,0.82988,0.63123,0.9136,0.88367,3.965e-05,3.965e-05,3.965e-05
95,373.058,1.03262,1.50292,0.97613,0.99937,1,0.995,0.82668,0.66016,0.93796,0.89652,3.47e-05,3.47e-05,3.47e-05
96,375.953,0.74774,1.10345,0.89389,0.99937,1,0.995,0.82668,0.66016,0.93796,0.89652,2.975e-05,2.975e-05,2.975e-05
97,379.396,0.82195,1.06582,0.95159,0.9978,1,0.995,0.81755,0.68675,0.95022,0.90474,2.48e-05,2.48e-05,2.48e-05
98,382.597,0.89922,1.2201,0.98959,0.9978,1,0.995,0.81755,0.68675,0.95022,0.90474,1.985e-05,1.985e-05,1.985e-05
99,385.326,0.75751,1.19201,0.98395,0.9978,1,0.995,0.81755,0.68675,0.95022,0.90474,1.49e-05,1.49e-05,1.49e-05
100,388.087,0.85465,1.18032,0.99578,0.9967,1,0.995,0.78557,0.71512,0.97278,0.91298,9.95e-06,9.95e-06,9.95e-06
